Parent’s age (years),Parent’s sex,Parent’s education level,Employment status,Family type,Your average household income per month (BDT),Child’s sex,Child’s age (years),Number of children,Who is the leading child caregiver at home?,Are grandparents at home involved in treatment decisions when your child is ill?,Antibiotic kills the bacteria(Yes), Amoxicillin is an antibiotic (Yes), Azithromycin is an antibiotic(Yes), Paracetamol is an antibiotic(No), Antibiotic kills the virus(No), Antibiotics used to treat diarrhoea(Yes), Antibiotics are useful for flu and cough(No), Antibiotic resistant bacteria are difficult to treat(Yes), Misuse of antibiotics can lead to antibiotic resistant bacteria(Yes), Antibiotics can cause allergic reactions(Yes), Antibiotics can kill normal flora(Yes), Infectious disease are becoming difficult to treat with antibiotics(Yes),TotalKnowledgeScore,KnowledgePCT, I will see another doctor if the first one has not been prescribed antibiotics(Disagree), I am not satisfied if the doctor does not prescribe an antibiotic to me(Disagree), Antibiotics are safe and hence can be used commonly(Disagree)," Sick child is given antibiotics, even there is no indication(Disagree)", Antibiotics can improve fever in children(Disagree),A child with cold is given antibiotics(Disagree),I stop antibiotics when my child condition improves(Disagree),I reusing the same antibiotics for similar symptoms(Disagree),Leftover antibiotics are good to keep at home in case I might need them for my child later on(Disagree),Doctors often take time to inform parents how antibiotics should be used for their children(Disagree),AttitudeScore,AttitudePCT, I give my children antibiotics(No), I check expiring date of antibiotic before giving to children(Yes), I seek medical advice before giving antibiotic to my children(Yes), I give my children antibiotics when they get cough(No), I like to take antibiotic from pharmacy instead of taking from doctor(No)," My child should complete a given dose, even he improve after 2 dose(Yes)",PracticeScore,PracticePCT,Source(s) of information about antibiotics,Information provided by pharmaceutical companies leaflet,Information from prescribers,Information from dispensers,Information from nurses,Information given by a colleague,Information from University courses,Internet,Social media,Others...55,Why would you give your child antibiotics without a physician's advice? (You can choose more than one),I thought that my child's condition was not severe enough,I didn't have enough time to visit a doctor,I didn't have enough money to pay for the hospital visit,Lack of hospitals in the nearest place,It is convenient to purchase antibiotics from retail pharmacies,Lack of trust in medical service,No confidence with doctor's medication,Easier to apply previous prescription,Suggestions from others,Knowledge of antibiotics,I don't give antibiotics without doctor's consultation,Others...68,Knowledge_Level,Attitude_Level,Practice_Level
25–35,Male,Secondary,Self employed,Nuclear family,Middle (less than 50000 BDT),Male,5–9,1,Mother,Sometimes,1,0,0,1,0,0,0,1,1,0,0,1,5,41.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,33.33333333333333,Information provided by pharmaceutical companies leaflet  Information from dispensers  Internet  Social media,1,0,1,0,0,0,1,1,0,I thought that my child's condition was not severe enough Lack of hospitals in the nearest place It is convenient to purchase antibiotics from retail pharmacies Easier to apply previous prescription Suggestions from others,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
25–35,Male,Secondary,Self employed,Single parent family,Middle (less than 50000 BDT),Male,5–9,2,Mother,Never,1,0,0,1,0,0,0,1,1,0,0,0,4,33.33333333333333,1,1,0,0,0,0,1,1,1,0,5,50,0,0,1,0,0,1,2,33.33333333333333,Information provided by pharmaceutical companies leaflet  Information from prescribers  Internet  Social media,1,1,0,0,0,0,1,1,0,I thought that my child's condition was not severe enough,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36–45,Male,Postgraduate,Employed,Single parent family,Middle (less than 50000 BDT),Female,> 10,2,Mother,Sometimes,0,0,0,0,0,0,0,1,1,1,0,1,4,33.33333333333333,0,0,0,1,0,0,0,0,0,0,1,10,0,1,1,1,0,0,3,50,Information provided by pharmaceutical companies leaflet  Information from dispensers  Information from nurses  Internet,1,0,1,1,0,0,1,0,0,Suggestions from others I didn't have enough money to pay for the hospital visit I thought that my child's condition was not severe enough,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25–35,Male,Secondary,Self employed,Single parent family,Middle (less than 50000 BDT),Female,5–9,>= 3,Mother,Never,0,1,1,1,0,0,1,1,1,0,0,1,7,58.333333333333336,1,1,0,0,0,0,1,1,1,0,5,50,1,0,1,1,1,1,5,83.33333333333334,Information from prescribers  Internet  Social media,0,1,0,0,0,0,1,1,0,I thought that my child's condition was not severe enough,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
36–45,Male,Secondary,Self employed,Single parent family,Low (less than 30000 BDT),Female,5–9,2,Mother,Never,0,0,0,1,0,0,1,1,1,1,0,1,6,50,1,1,0,0,0,1,1,1,1,0,6,60,1,0,1,1,1,1,5,83.33333333333334,Information from dispensers  Social media,0,0,1,0,0,0,0,1,0,I thought that my child's condition was not severe enough,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
25–35,Male,Secondary,Self employed,Nuclear family,Middle (less than 50000 BDT),Female,5–9,2,Mother,Never,0,1,1,1,0,0,1,0,1,1,0,0,6,50,1,1,1,1,1,1,0,1,1,0,8,80,1,0,1,1,1,0,4,66.66666666666666,Information from prescribers  Information from dispensers  Social media,0,1,1,0,0,0,0,1,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
25–35,Male,Secondary,Self employed,Single parent family,Middle (less than 50000 BDT),Female,5–9,2,Mother,Never,0,0,0,1,0,0,1,0,1,1,0,0,4,33.33333333333333,1,1,1,1,1,1,1,1,1,0,9,90,1,0,1,1,1,0,4,66.66666666666666,Information from prescribers  Information from dispensers  Internet  Social media,0,1,1,0,0,0,1,1,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
25–35,Male,Secondary,Self employed,Single parent family,Middle (less than 50000 BDT),Male,< 5,1,Mother,Never,1,1,1,1,0,1,0,1,1,1,0,1,9,75,1,1,1,1,1,1,1,1,1,0,9,90,1,1,1,1,1,1,6,100,Information from prescribers  Social media,0,1,0,0,0,0,0,1,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1
> 45,Male,Secondary,Employed,Nuclear family,Middle (less than 50000 BDT),Female,> 10,2,Mother,Never,0,0,0,1,1,0,1,0,1,0,0,0,4,33.33333333333333,1,0,1,0,0,1,1,0,1,0,5,50,1,1,1,1,1,1,6,100,Information from prescribers  Information given by a colleague,0,1,0,0,1,0,0,0,0,I didn't have enough money to pay for the hospital visit I don't give antibiotics without doctor's consultation,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
25–35,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Female,5–9,2,Mother,Never,1,1,1,1,0,0,0,0,1,0,1,0,6,50,0,0,0,0,0,0,0,0,1,0,1,10,0,0,1,0,1,1,3,50,Information from prescribers  Information from dispensers  Others,0,1,1,0,0,0,0,0,1,I didn't have enough time to visit a doctor I didn't have enough money to pay for the hospital visit Suggestions from others,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
36–45,Female,Secondary,Not employed,Extended family,High (greater than 50000 BDT),Male,5–9,2,Mother,Never,1,1,1,1,0,1,0,0,1,0,1,1,8,66.66666666666666,0,0,0,1,0,0,1,1,1,0,4,40,0,1,1,0,0,1,3,50,Information from prescribers  Others  Information from dispensers,0,1,1,0,0,0,0,0,1,I don't give antibiotics without doctor's consultation Easier to apply previous prescription,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
25–35,Female,Postgraduate,Not employed,Extended family,Middle (less than 50000 BDT),Female,5–9,2,Mother,Never,0,0,0,1,0,0,0,0,1,1,1,0,4,33.33333333333333,1,1,0,1,0,0,1,1,1,0,6,60,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Postgraduate,Not employed,Extended family,Middle (less than 50000 BDT),Male,5–9,1,Mother,Never,1,0,0,1,0,0,1,0,1,1,1,0,6,50,1,1,0,1,0,0,1,1,1,0,6,60,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers  Information from dispensers  Others,0,1,1,0,0,0,0,0,1,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
25–35,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Male,5–9,2,Mother,Never,1,0,0,1,0,0,0,0,1,0,1,0,4,33.33333333333333,0,0,0,1,0,0,0,1,1,1,4,40,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25–35,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Male,< 5,2,Mother,Never,0,0,0,1,0,1,0,1,1,1,1,0,6,50,0,0,0,0,0,0,1,1,1,1,4,40,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25–35,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Male,5–9,1,Mother,Never,1,0,0,0,0,0,0,0,1,1,1,0,4,33.33333333333333,0,0,0,1,0,0,1,1,1,1,5,50,0,0,1,0,1,1,3,50,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Secondary,Self employed,Nuclear family,Middle (less than 50000 BDT),Male,5–9,2,Mother,Never,1,1,1,1,0,0,0,0,1,1,1,0,7,58.333333333333336,1,1,0,1,0,0,1,1,1,1,7,70,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
25–35,Female,Postgraduate,Not employed,Nuclear family,Middle (less than 50000 BDT),Male,5–9,2,Mother,Never,0,0,0,1,0,0,1,0,1,1,1,0,5,41.66666666666667,1,1,1,1,0,0,0,0,1,1,6,60,0,1,1,0,0,1,3,50,Information from prescribers  Information from nurses,0,1,0,1,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Postgraduate,Employed,Nuclear family,Middle (less than 50000 BDT),Female,5–9,1,Mother,Never,0,0,0,0,0,0,0,0,1,0,1,0,2,16.666666666666664,1,1,0,1,0,0,0,0,1,0,4,40,0,1,1,0,0,1,3,50,Information from prescribers  Information from dispensers  Others,0,1,1,0,0,0,0,0,1,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25–35,Female,Postgraduate,Not employed,Extended family,Middle (less than 50000 BDT),Male,5–9,1,Mother,Sometimes,1,0,0,1,0,1,0,0,1,0,1,1,6,50,1,1,0,1,0,0,1,1,1,1,7,70,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
25–35,Female,Postgraduate,Not employed,Nuclear family,Middle (less than 50000 BDT),Male,5–9,2,Mother,Never,1,0,0,1,0,0,0,0,1,0,1,0,4,33.33333333333333,1,1,0,1,0,0,1,0,0,0,4,40,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25–35,Female,Undergraduate,Not employed,Nuclear family,Middle (less than 50000 BDT),Female,5–9,2,Mother,Never,0,0,0,1,0,0,0,0,1,1,1,1,5,41.66666666666667,1,1,0,1,0,0,1,1,1,0,6,60,0,0,1,0,0,1,2,33.33333333333333,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Female,5–9,2,Mother,Never,0,0,0,1,0,0,1,0,1,1,1,0,5,41.66666666666667,1,1,1,1,0,0,1,1,1,0,7,70,0,1,1,0,0,1,3,50,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Undergraduate,Self employed,Nuclear family,Middle (less than 50000 BDT),Male,5–9,2,Mother,Always,0,1,1,1,1,1,1,1,1,1,1,1,11,91.66666666666666,0,1,1,1,0,1,1,1,1,1,8,80,0,1,0,1,1,0,3,50,Social media  Internet  Information from prescribers  Information from University courses,0,1,0,0,0,1,1,1,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
36–45,Female,Undergraduate,Self employed,Extended family,Middle (less than 50000 BDT),Male,5–9,2,Mother,Never,0,1,1,1,1,0,1,1,1,0,1,0,8,66.66666666666666,1,1,1,1,1,1,1,1,1,1,10,100,1,1,1,1,1,1,6,100,Information provided by pharmaceutical companies leaflet  Information from prescribers  Information from dispensers,1,1,1,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1
25–35,Female,Postgraduate,Not employed,Nuclear family,Middle (less than 50000 BDT),Male,5–9,2,Mother,Never,1,1,1,1,0,0,0,1,1,1,1,1,9,75,1,1,1,1,0,0,1,1,1,0,7,70,1,1,0,0,1,1,4,66.66666666666666,Internet  Information provided by pharmaceutical companies leaflet  Information from prescribers,1,1,0,0,0,0,1,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
36–45,Female,Primary,Not employed,Nuclear family,Low (less than 30000 BDT),Male,> 10,2,Mother,Never,1,0,0,1,0,1,0,0,0,0,0,0,3,25,1,1,1,1,0,0,1,0,1,0,6,60,0,0,0,0,0,0,0,0,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,Easier to apply previous prescription I didn't have enough time to visit a doctor I didn't have enough money to pay for the hospital visit,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
25–35,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Male,> 10,>= 3,Mother,Never,1,0,1,1,0,1,0,0,0,0,0,0,4,33.33333333333333,1,1,1,1,0,0,0,1,1,1,7,70,0,1,1,0,1,0,3,50,Information from prescribers  Information from dispensers  Internet,0,1,1,0,0,0,1,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Undergraduate,Not employed,Nuclear family,Middle (less than 50000 BDT),Male,5–9,2,Mother,Never,1,0,0,1,0,1,0,1,1,1,1,1,8,66.66666666666666,0,0,1,1,0,0,0,0,1,0,3,30,0,0,1,0,0,0,1,16.666666666666664,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,Easier to apply previous prescription,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25–35,Female,Undergraduate,Not employed,Extended family,Middle (less than 50000 BDT),Male,5–9,2,Mother,Never,1,0,1,1,0,1,0,1,1,1,0,1,8,66.66666666666666,0,1,1,1,0,0,1,0,1,0,5,50,0,1,1,1,0,1,4,66.66666666666666,Internet  Information from prescribers  Information from dispensers,0,1,1,0,0,0,1,0,0,Easier to apply previous prescription Knowledge of antibiotics,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
25–35,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Female,5–9,>= 3,Mother,Never,1,0,0,1,0,1,0,1,1,1,0,1,7,58.333333333333336,1,1,1,1,0,0,1,1,1,0,7,70,1,1,1,0,1,1,5,83.33333333333334,Information from prescribers  Information provided by pharmaceutical companies leaflet  Internet,1,1,0,0,0,0,1,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
25–35,Female,Secondary,Not employed,Nuclear family,Low (less than 30000 BDT),Male,5–9,2,Mother,Never,0,0,0,1,0,1,0,0,0,0,0,1,3,25,1,1,1,1,0,0,0,0,1,0,5,50,0,0,0,0,0,0,0,0,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,I didn't have enough time to visit a doctor Easier to apply previous prescription Knowledge of antibiotics Suggestions from others,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
25–35,Female,Secondary,Not employed,Nuclear family,High (greater than 50000 BDT),Female,> 10,2,Mother,Never,0,0,0,1,1,1,0,1,1,1,0,1,7,58.333333333333336,1,1,1,1,0,0,1,0,0,0,5,50,1,0,0,0,0,0,1,16.666666666666664,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,I didn't have enough time to visit a doctor I didn't have enough money to pay for the hospital visit Easier to apply previous prescription,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
25–35,Female,Postgraduate,Not employed,Extended family,High (greater than 50000 BDT),Male,< 5,1,Mother,Sometimes,0,0,0,1,1,1,0,1,1,1,0,1,7,58.333333333333336,1,1,1,1,0,0,1,0,1,0,6,60,0,1,1,0,0,1,3,50,Internet  Information from prescribers,0,1,0,0,0,0,1,0,0,I don't give antibiotics without doctor's consultation Knowledge of antibiotics Easier to apply previous prescription,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
25–35,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Male,< 5,>= 3,Mother,Never,0,0,1,1,0,1,0,1,1,0,0,1,6,50,1,1,1,1,0,0,1,0,1,0,6,60,1,1,0,0,0,1,3,50,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,Easier to apply previous prescription Suggestions from others,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
36–45,Female,Postgraduate,Not employed,Single parent family,Low (less than 30000 BDT),Male,> 10,2,Mother,Sometimes,0,0,0,0,0,0,1,1,1,1,1,0,5,41.66666666666667,1,0,1,1,0,1,1,1,1,1,8,80,0,1,1,0,0,1,3,50,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
36–45,Female,Secondary,Not employed,Single parent family,Low (less than 30000 BDT),Female,> 10,>= 3,Mother,Never,0,0,0,1,0,0,1,0,1,1,0,0,4,33.33333333333333,1,0,1,1,1,1,1,1,1,1,9,90,0,1,1,1,1,1,5,83.33333333333334,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
25–35,Female,Postgraduate,Not employed,Nuclear family,High (greater than 50000 BDT),Male,5–9,2,Mother,Sometimes,1,0,0,0,0,0,1,0,1,1,0,0,4,33.33333333333333,1,1,0,1,0,0,1,1,1,1,7,70,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Postgraduate,Not employed,Nuclear family,Low (less than 30000 BDT),Male,5–9,1,Mother,Sometimes,1,0,0,1,0,0,1,0,1,1,1,0,6,50,1,0,1,1,1,1,1,1,1,1,9,90,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
25–35,Female,Secondary,Not employed,Nuclear family,High (greater than 50000 BDT),Female,> 10,2,Mother,Sometimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,20,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25–35,Male,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Male,5–9,1,Mother,Never,0,0,0,0,0,0,0,0,1,1,0,0,2,16.666666666666664,1,0,1,1,0,0,0,1,1,0,5,50,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Female,> 10,2,Mother,Sometimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,7,70,0,0,0,0,1,1,2,33.33333333333333,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Undergraduate,Not employed,Single parent family,Middle (less than 50000 BDT),Female,5–9,2,Mother,Sometimes,0,0,0,1,0,0,0,0,1,1,0,0,3,25,1,1,1,1,0,0,1,1,1,0,7,70,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Undergraduate,Not employed,Single parent family,Low (less than 30000 BDT),Female,5–9,2,Mother,Sometimes,0,0,0,0,0,0,0,0,1,1,0,0,2,16.666666666666664,1,0,1,1,0,0,0,1,1,1,6,60,0,1,1,0,1,0,3,50,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Postgraduate,Not employed,Single parent family,Middle (less than 50000 BDT),Female,5–9,2,Mother,Never,1,0,0,1,1,0,0,0,1,0,0,0,4,33.33333333333333,1,1,1,1,0,0,1,1,1,0,7,70,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Postgraduate,Not employed,Single parent family,Middle (less than 50000 BDT),Male,> 10,2,Mother,Never,0,0,0,0,0,0,1,0,1,0,0,0,2,16.666666666666664,1,1,1,1,0,0,1,1,1,0,7,70,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
< 25,Female,Undergraduate,Not employed,Single parent family,High (greater than 50000 BDT),Female,> 10,1,Mother,Sometimes,1,0,0,0,0,0,0,0,1,1,1,0,4,33.33333333333333,1,1,1,1,0,0,1,1,1,0,7,70,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25–35,Female,Postgraduate,Not employed,Nuclear family,Low (less than 30000 BDT),Male,5–9,1,Mother,Never,0,0,0,1,0,1,1,0,1,1,0,1,6,50,1,1,0,1,0,0,0,1,1,0,5,50,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
25–35,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Female,5–9,1,Mother,Sometimes,1,0,0,1,1,0,1,0,1,1,1,0,7,58.333333333333336,1,1,1,1,0,0,1,1,1,1,8,80,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
25–35,Female,Undergraduate,Not employed,Nuclear family,Middle (less than 50000 BDT),Female,5–9,2,Mother,Sometimes,0,0,0,1,1,1,1,0,1,1,1,0,7,58.333333333333336,1,1,1,0,0,0,1,1,1,0,6,60,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
25–35,Female,Postgraduate,Not employed,Single parent family,Middle (less than 50000 BDT),Female,5–9,1,Mother,Never,0,0,0,1,1,1,1,0,1,1,0,0,6,50,1,1,1,1,1,1,1,1,1,1,10,100,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers,0,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
36–45,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Male,5–9,2,Mother,Never,1,0,1,1,0,0,0,1,1,0,0,0,5,41.66666666666667,1,1,1,0,0,0,1,1,1,0,6,60,0,1,1,0,1,1,4,66.66666666666666,Internet  Information from prescribers,0,1,0,0,0,0,1,0,0,Knowledge of antibiotics I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
36–45,Female,Secondary,Not employed,Nuclear family,Middle (less than 50000 BDT),Female,> 10,2,Mother,Never,0,0,0,1,0,1,0,1,1,0,0,0,4,33.33333333333333,1,1,1,0,0,0,1,1,1,0,6,60,1,1,1,0,1,1,5,83.33333333333334,Internet  Information from prescribers,0,1,0,0,0,0,1,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
25–35,Female,Secondary,Not employed,Extended family,Middle (less than 50000 BDT),Female,5–9,2,Mother,Sometimes,1,1,1,1,0,0,0,0,1,0,1,0,6,50,1,1,1,0,0,0,1,1,1,0,6,60,0,1,1,0,1,1,4,66.66666666666666,Information from prescribers  Information from dispensers,0,1,1,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation Suggestions from others Knowledge of antibiotics,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
> 45,Female,Primary,Not employed,Extended family,Low (less than 30000 BDT),Male,5–9,1,Grandmother,Often,0,0,0,1,0,0,0,0,0,0,1,0,2,16.666666666666664,1,1,1,1,0,1,0,0,1,1,7,70,1,1,1,1,1,1,6,100,Information from prescribers  Information provided by pharmaceutical companies leaflet,1,1,0,0,0,0,0,0,0,I don't give antibiotics without doctor's consultation I thought that my child's condition was not severe enough,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
25–35,Female,Postgraduate,Not employed,Nuclear family,High (greater than 50000 BDT),Male,5–9,1,Mother,Never,1,0,1,1,0,0,1,1,0,0,0,0,5,41.66666666666667,1,1,1,1,0,1,1,1,1,0,8,80,1,1,1,1,1,1,6,100,Information from prescribers  Internet,0,1,0,0,0,0,1,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
25–35,Female,Secondary,Not employed,Extended family,Middle (less than 50000 BDT),Female,5–9,1,Mother,Sometimes,0,0,0,1,1,0,1,0,0,0,1,0,4,33.33333333333333,1,1,1,1,0,1,1,1,1,1,9,90,1,1,1,1,0,1,5,83.33333333333334,Information from prescribers  Information provided by pharmaceutical companies leaflet  Internet,1,1,0,0,0,0,1,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
25–35,Female,Postgraduate,Not employed,Extended family,High (greater than 50000 BDT),Female,5–9,2,Grandmother,Never,0,0,1,1,0,0,1,1,1,0,0,0,5,41.66666666666667,1,1,1,1,0,1,1,1,1,1,9,90,1,1,1,0,1,1,5,83.33333333333334,Internet  Information from dispensers,0,0,1,0,0,0,1,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
25–35,Female,Undergraduate,Not employed,Nuclear family,Middle (less than 50000 BDT),Female,5–9,2,Mother,Never,0,0,0,1,0,0,1,1,0,0,0,1,4,33.33333333333333,1,1,1,1,0,1,1,1,1,0,8,80,1,1,1,1,1,1,6,100,Information from prescribers  Information from dispensers  Internet,0,1,1,0,0,0,1,0,0,I don't give antibiotics without doctor's consultation,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
